BIO Studiestart,5000 - Det Natur- og Biovidenskabelige Fakultet,%23SPLUS80970B
5010-B2-2E17;Statistics for Bioinformatics and eScience,5010 - Institut for Matematiske Fag,72578
5010-B2-2E17;Macroeconomics 3 (MakÃ˜k3) - Business cycles and monetary stabilization policies,5010 - Institut for Matematiske Fag,72499
5290-B2-2E16;Advanced Zooarchaeology,5290 - Statens Naturhistoriske Museum,62360
5290-B2-2E17;Altings oprindelse,5290 - Statens Naturhistoriske Museum,72369
5230-B2-2E17;Eksperimentel fysisk kemi,5230 - Kemisk Institut,72427
5230-B2-2E17;Overfladegeokemi,5230 - Kemisk Institut,72541
5230-B2-2E17;Supramolecular and Macromolecular Chemistry,5230 - Kemisk Institut,72586
"5230-B2-2E17;Forskningspraktik i kemi, ForskPrak",5230 - Kemisk Institut,72442
5230-B2-2E17;Crystallography - MSc,5230 - Kemisk Institut,72416
5520-B2-2E17;FÃ¸devarekemi,5520 - Institut for FÃ¸devarevidenskab,72447
5520-B2-2E17;Quantitative Bio-spectroscopy,5520 - Institut for FÃ¸devarevidenskab,72562
5520-B2-2E17;Brewing Project in Practise,5520 - Institut for FÃ¸devarevidenskab,72391
5480-B2-2E17;MiljÃ¸- og planlovgivning - natur og vand,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72517
5480-B2-2E17;Contracts and Cooperatives,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72411
5480-B2-2E16;Empirical Methods in Social Science,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,62303
5480-B2-2E17;Jordbrugspolitik,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72485
5480-B2-2E17;MiljÃ¸Ã¸konomi for ikke-Ã¸konomer,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72520
5480-B2-2E17;Consumer Economics and Policy,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72409
5480-B2-2E17;Microeconomic and Econometric Production Analysis,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72513
3914-B1-1E17;Immunology - Theoretical,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,72778
5440-B2-2E17;Tema: Plantevidenskab,5440 - Institut for Plante- og MiljÃ¸videnskab,72589
5440-B2-2E17;Soil and Water Pollution - Experimental Assessment,5440 - Institut for Plante- og MiljÃ¸videnskab,72573
5440-B2-2E17;Sustainable Agricultural Development Pathways,5440 - Institut for Plante- og MiljÃ¸videnskab,72587
5440-B2-2E17;Climate Management in Plant Production and Research,5440 - Institut for Plante- og MiljÃ¸videnskab,72397
5440-B2-2E17;Biological Control of Pests,5440 - Institut for Plante- og MiljÃ¸videnskab,72389
5440-B2-2E17;Tropical Botany B,5440 - Institut for Plante- og MiljÃ¸videnskab,72601
5440-B2-2E17;Climate Change and Land Use,5440 - Institut for Plante- og MiljÃ¸videnskab,72396
5550-B1-1E17;Evolutionary Ecology,5550 - Biologisk Institut,72889
5550-B1-1E17;Applied Marine Biology,5550 - Biologisk Institut,72838
5550-B1-1E17;Molecular Biology for Non-life Scientists,5550 - Biologisk Institut,72965
5550-B1-1E17;Linux and Python Programming,5550 - Biologisk Institut,72953
5030-B1-1E17;Theoretical Astrophysics,5030 - Niels Bohr Institutet,73041
"5030-B1-1E17;Climate, Weather and Plants",5030 - Niels Bohr Institutet,72863
5030-B1-1E17;Paleo-climatology,5030 - Niels Bohr Institutet,72981
5030-B1-1E17;FUF: Fysiske undervisningsforsÃ¸g,5030 - Niels Bohr Institutet,74357
5030-B1-2E17;Vejrkortanalyse og prognoser pÃ¥ DMI (15 ECTS),5030 - Niels Bohr Institutet,72681
5210-B1-1E17;Advanced Didactics of Mathematics,5210 - Institut for Naturfagenes Didaktik,72814
"5410-B1-2E17;Sundhed, ernÃ¦ring og livskvalitet",5410 - Institut for IdrÃ¦t og ErnÃ¦ring,72678
5410-B1-1E16;Friluftsliv,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,62423
5100-B1-1E17;Programming Massively Parallel Hardware,5100 - Datalogisk Institut,73004
5070-B1-1E17;Hydrogeologi,5070 - Institut for Geovidenskab og Naturforvaltning,72920
5070-B1-1E17;Interdisciplinary Project Course,5070 - Institut for Geovidenskab og Naturforvaltning,72930
"5070-B1-1E16;Environment, Society and Development (part 1)",5070 - Institut for Geovidenskab og Naturforvaltning,62605
5070-B1-1E16;Remote Sensing of the Bio-Geosphere ( Part 1),5070 - Institut for Geovidenskab og Naturforvaltning,62548
5070-B1-1E16;Environmental Soil Sciences (Part 1),5070 - Institut for Geovidenskab og Naturforvaltning,62547
5070-B1-1E16;Transformations of Cities and Landscapes: Globalisation and Local Strategies (Part 1),5070 - Institut for Geovidenskab og Naturforvaltning,62604
5070-B1-1E17;Globalisering og rumlig forandring i det globale syd,5070 - Institut for Geovidenskab og Naturforvaltning,72914
5070-B1-2E17;Kultur- og Naturgeografi,5070 - Institut for Geovidenskab og Naturforvaltning,72665
5070-B1-1E16;Past Climate and Sea Level: Processes and Proxies (part 1),5070 - Institut for Geovidenskab og Naturforvaltning,62546
5070-B1-1E17;Water Resources (part 1),5070 - Institut for Geovidenskab og Naturforvaltning,73056
"5070-B1-1E17;Sedimentary Basins - Evolution, Environments and Resources (part 1)",5070 - Institut for Geovidenskab og Naturforvaltning,72272
5070-B1-1E17;Tree Biology and Arboriculture,5070 - Institut for Geovidenskab og Naturforvaltning,73046
"5070-B1-1E16;Coastal, Estuarine and Fluvial Geoscience (part 1)",5070 - Institut for Geovidenskab og Naturforvaltning,62549
5070-B1-1E17;Klassifikation af rumlige data,5070 - Institut for Geovidenskab og Naturforvaltning,72948
5010-B1-1E17;Algebraic Geometry,5010 - Institut for Matematiske Fag,72826
5010-B1-1E17;Statistik for biokemikere (StatBK),5010 - Institut for Matematiske Fag,73026
5290-B1-1E17;Field Mycology and Identification of Fungi,5290 - Statens Naturhistoriske Museum,72891
5230-B1-1E17;Teoretisk fysisk kemi,5230 - Kemisk Institut,73033
5230-B1-1E17;KemiM1: Introduktion til miljÃ¸kemi og kemi i naturen,5230 - Kemisk Institut,72947
5230-B1-1E17;Nano 1 - Introduktion til nanoteknologi,5230 - Kemisk Institut,72969
5230-B1-1E17;The Chemistry of Metal Ions in Biological Systems,5230 - Kemisk Institut,73034
5230-B1-1E17;Fysisk kemi for biokemikere,5230 - Kemisk Institut,72902
5230-B1-1E17;Advanced Photochemistry,5230 - Kemisk Institut,72818
"5230-B1-1E17;Forskningspraktik i kemi, ForskPrak",5230 - Kemisk Institut,72896
5230-B1-1E17;Eksperimentelt kursus i Almen Kemi,5230 - Kemisk Institut,72883
5230-B1-1E16;Group theory and its application in quantum chemistry,5230 - Kemisk Institut,62555
5520-B1-1E16;Hygiene and Sanitation,5520 - Institut for FÃ¸devarevidenskab,62510
5520-B1-1E17;Microbiology of Fermented Food and Beverages,5520 - Institut for FÃ¸devarevidenskab,72963
5520-B1-1E17;Brewing Project in Practise,5520 - Institut for FÃ¸devarevidenskab,72857
5480-B1-1E17;Entrepreneurship and Innovation,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72885
5480-B1-1E17;Investering og finansiering,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72943
5480-B1-2E17;Introduktion til jordbrugsÃ¸konomi,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72664
5480-B1-1E17;Industrial Organization,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72929
5480-B1-1E17;Behavioural and Experimental Economics,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72845
5480-B1-1E17;Advanced International Trade 1,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72816
5480-B1-1E17;Applied General Equilibrium Analysis,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72836
5480-B1-1E17;Applied Ethnobotany,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72835
"5480-B1-1E17;Tropical Forests, People and Policies",5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,73048
5480-B1-1E17;The Food Industry: Structure and Economics,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,73036
5440-B1-1E17;VeterinÃ¦r zoologi,5440 - Institut for Plante- og MiljÃ¸videnskab,73052
5440-B1-1E17;Soil and Water Pollution - Concepts and Theory,5440 - Institut for Plante- og MiljÃ¸videnskab,73024
2600-Psykorevyen,2600 - Institut for Psykologi 2600,%23SPLUSD7F6C4
PhD. Course - Responsible Conduct of Research,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,%23SPLUSAC5039
5550-B4-4F18;Metabolisme og enzymologi,5550 - Biologisk Institut,76581
"5030-B4-4F17;Climate Models, Observations of the Past and the Present and Projected Climate Change including Sea Level Rise",5030 - Niels Bohr Institutet,65753
5230-B3-4F18;Organic Chemistry,5230 - Kemisk Institut,76710
5550-B3-3F18;Principal Subject in Molecular Cell Biology 2,5550 - Biologisk Institut,76347
5550-B3-3F18;Mycology,5550 - Biologisk Institut,76316
5550-B3-3F18;MakromolekylÃ¦r biokemi og biofysik,5550 - Biologisk Institut,76298
5440-B1-1E16;Quality and Postharvest Biology of Plant Products,5440 - Institut for Plante- og MiljÃ¸videnskab,62477
5440-B1-2E17;Naturressourcer og Ã¸kologi,5440 - Institut for Plante- og MiljÃ¸videnskab,72671
5440-B1-1E17;Plant Nutrition and Soil Fertility,5440 - Institut for Plante- og MiljÃ¸videnskab,72986
5440-B1-1E17;Fruit and Berry Crop Physiology and Quality,5440 - Institut for Plante- og MiljÃ¸videnskab,72900
"5440-B1-1E17;Plants in Populations, Communities and Ecosystems",5440 - Institut for Plante- og MiljÃ¸videnskab,72988
5440-B1-1E17;Fundamentals of beer brewing and wine making,5440 - Institut for Plante- og MiljÃ¸videnskab,72901
5440-B1-1E17;Eksperimentelle JordbundsundersÃ¸gelser,5440 - Institut for Plante- og MiljÃ¸videnskab,72882
5440-B1-2E17;Experimental Plant Science,5440 - Institut for Plante- og MiljÃ¸videnskab,72661
3934-F-FSV Specialeseminar,3934 - BSc + MSc Folkesundhedsvidenskab,%23SPLUS061C70
3915-B4-4F18;Praktisk besÃ¦tningsrÃ¥dgivning og kÃ¸dkontrol,3915 - BSc + MSc VeterinÃ¦r Medicin,74704
5070-B2-2E17;Groundwater Geochemistry,5070 - Institut for Geovidenskab og Naturforvaltning,72456
5070-B1-1E16;Integrated Hydrological Modelling Using MIKE SHE,5070 - Institut for Geovidenskab og Naturforvaltning,62528
5410-B1-1E17;Projektstyring og projektledelse,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,73007
5070-B2-2E17;GrundlÃ¦ggende geokemi,5070 - Institut for Geovidenskab og Naturforvaltning,72457
5070-B1-1E17;Introduktion til Ã¸konomisk geologi og malmforekomster,5070 - Institut for Geovidenskab og Naturforvaltning,72942
2400-E17-Studerende,2400 - Institut for antropologi,%23SPLUS3A0E32
AdjunktpÃ¦dagogikum kursus,5210 - Institut for Naturfagenes Didaktik,%23SPLUS113AC6
3300-E17-Afdeling for MiljÃ¸ og Sundhed,3300 - Institut for Folkesundhed,%23SPLUS6C910A
3680-B1;Laboratory Animal Science Function (PHD),3680 - Institut for VeterinÃ¦r Sygdomsbiologi,%23SPLUS6D1323
3915-B3-4F18;VeterinÃ¦r farmakologi og toksikologi,3915 - BSc + MSc VeterinÃ¦r Medicin,75384
3914-B4-4F18;Mammalian Genomics,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77154
3917-B4-4F18;Nutrition and Management of Companion and Exotic Animals,3917 - MSc Animal Science,76965
3914-B4-4F18;Mikrobielle interaktioner,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77155
3914-B3-3F18;Advanced Mammalian Biology,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77150
3914-B4-4F18;Advanced Biotechnology and Intellectual Property Rights,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77153
3914-B3-3F18;Avl og reproduktionsstyring,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77148
3914-B3-4F18;Sundhed og velfÃ¦rd,3914 - UddannelsesrÃ¥d for veterinÃ¦rvidenskab og husdyrvidenskab,77151
3915-B3-3F18;Praktisk besÃ¦tningsrÃ¥dgivning og kÃ¸dkontrol,3915 - BSc + MSc VeterinÃ¦r Medicin,74699
5440-B3-3F18;Insects in Agricultural and Horticultural Crops,5440 - Institut for Plante- og MiljÃ¸videnskab,76275
6000-Forsvar/Disputats,6000 - Det Juridiske Fakultet,%23SPLUS0118C2
5550-B4-4F18;Bioinformatics of high throughput analyses,5550 - Biologisk Institut,76478
5550-B4-4F18;Signaltransduktion,5550 - Biologisk Institut,76628
5550-B4-4F18;Proteinkemi og Enzymologi II,5550 - Biologisk Institut,76620
5550-B4-4F18;Experimental Cell Biology,5550 - Biologisk Institut,76517
5550-B4-4F18;Evolutionsbiologi,5550 - Biologisk Institut,76516
5550-B4-4F18;Almen biokemi 1,5550 - Biologisk Institut,76462
5550-B4-4F18;Advanced Protein Science 2 - Protein Structure Determination,5550 - Biologisk Institut,76449
5550-B4-4F18;Plant Molecular Biology,5550 - Biologisk Institut,76604
5030-B4-4F18;Statistisk Fysik,5030 - Niels Bohr Institutet,76633
5030-B4-4F18;Elektromagnetisme,5030 - Niels Bohr Institutet,76508
5210-B4-4F17;Museumsformidling,5210 - Institut for Naturfagenes Didaktik,65722
5210-B4-4F18;Grundkursus i de naturvidenskabelige fags didaktik,5210 - Institut for Naturfagenes Didaktik,76535
5410-B4-4F18;Aerob trÃ¦ning - kredslÃ¸b og ilttransport,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,76455
5410-B4-4F18;TrÃ¦ningsplanlÃ¦gning,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,76649
5410-B4-4F18;IdrÃ¦tsfagets videnskabsteori,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,76543
5410-B4-4F18;LÃ¦ring i idrÃ¦tspraksis,5410 - Institut for IdrÃ¦t og ErnÃ¦ring,76572
5290-B4-4F18;Danmarks fauna - Hvirveldyr,5290 - Statens Naturhistoriske Museum,76497
5230-B4-4F18;Nanoscale properties of biological membranes,5230 - Kemisk Institut,76591
3915-B1-1E17;HusdyrernÃ¦ring,3915 - BSc + MSc VeterinÃ¦r Medicin,70009
"3915-B1-2E17;Medicin, kirurgi og reproduktion - Mindre husdyr",3915 - BSc + MSc VeterinÃ¦r Medicin,72757
3915-B1-1E17;VeterinÃ¦r etik og videnskabsteori,3915 - BSc + MSc VeterinÃ¦r Medicin,70007
"3915-B1-2E17;Medicin, kirurgi og reproduktion - Store husdyr",3915 - BSc + MSc VeterinÃ¦r Medicin,72756
3915-B1-1E17;Praktisk besÃ¦tningsrÃ¥dgivning og kÃ¸dkontrol,3915 - BSc + MSc VeterinÃ¦r Medicin,72761
3915-B2-2E17;Praktisk besÃ¦tningsrÃ¥dgivning og kÃ¸dkontrol,3915 - BSc + MSc VeterinÃ¦r Medicin,72770
6000-E17-Introuge 35,6000 - Det Juridiske Fakultet,%23SPLUSE78FCF
5070-B3-3F17;Wildlife Management in densely populated Areas,5070 - Institut for Geovidenskab og Naturforvaltning,68151
1000-Mdt Eksam Teologi,1000 - Det Teologiske Fakultet,%23SPLUSAB94AB
1265-E17-CAS,1265 - StudienÃ¦vnet for Afrikastudier,%23SPLUS0C829B
5010-B3-3F18;Differentialligninger (Diff),5010 - Institut for Matematiske Fag,76223
5230-B4-4F18;Structural tools in nanoscience,5230 - Kemisk Institut,76636
5210-B3-3F18;Biologisk videnskabsteori,5210 - Institut for Naturfagenes Didaktik,76204
5440-B1-1E17;Plant Infection and Disease Management,5440 - Institut for Plante- og MiljÃ¸videnskab,72985
3915-B3-4F18;Biomedicine,3915 - BSc + MSc VeterinÃ¦r Medicin,74479
3915-B3-4F18;BesÃ¦tningssundhed,3915 - BSc + MSc VeterinÃ¦r Medicin,74475
2000-F-Projekt- og Karrierevejledningen,2000 - Det Samfundsvidenskabelige Fakultet,%23SPLUSD473C1
5070-B4-4F17;Landskabsanalyse,5070 - Institut for Geovidenskab og Naturforvaltning,65792
2500-Tutorer/Mentorer Sociologi,2500 - Sociologisk Institut,%23SPLUSC94D2E
Reeksamen,5000 - Det Natur- og Biovidenskabelige Fakultet,%23SPLUSA60379
2600-F18-Studerende,2600 - Institut for Psykologi 2600,%23SPLUS1C4245
"5070-B2-2E17;Design, planter og projektering",5070 - Institut for Geovidenskab og Naturforvaltning,71826
5070-B2-2E16;Innovation og markedsfÃ¸ring,5070 - Institut for Geovidenskab og Naturforvaltning,63810
5070-B2-2E17;Projektstyring,5070 - Institut for Geovidenskab og Naturforvaltning,71824
5070-B2-2E16;Byens grÃ¸nne omrÃ¥der,5070 - Institut for Geovidenskab og Naturforvaltning,63811
3931-B3-3F18;Environmental Epidemiology,3931 - MiljÃ¸kemi og Sundhed,75056
2300-EURECO/Center for EuropÃ¦isk Politik (CEP),2300 - Institut for Statskundskab,%23SPLUSFE4D0F
3300-F-Studerende FSV,3300 - Institut for Folkesundhed,%23SPLUS8D4B92
3934-E-FSV Specialeseminar,3934 - BSc + MSc Folkesundhedsvidenskab,%23SPLUS168048
3970-E17-EPH (EuroPubhealth),3970 - EPH EuroPubHealth,%23SPLUSF86549
3970-E17-MPH (Master of Public Health),3970 - MPH Master of Public Health,%23SPLUSF86548
3976-E17-MDMa (International Sundhed),3975 - Master of International Health (MIH-MDMa),%23SPLUSF86547
3995-E17-PHD Kurser (Bio.Stat),3995 - Ph.d. Kurser Biostatistisk Afdeling,%23SPLUSF86546
3320-E17-Almen Medicin,3320 - Almen Medicin,%23SPLUSF86545
2600-Tutor Psyk,2600 - Institut for Psykologi 2600,%23SPLUS312824
2500-F18-Studerende,2500 - Sociologisk Institut,%23SPLUS1C03EA
Copenhagen Summer University,5000 - Det Natur- og Biovidenskabelige Fakultet,%23SPLUSE6F185
0600-LIFE/Bio.fak. BAC2 KU TEST modul  2,KÃ¸benhavns Universitet,%23SPLUSE399D5
3915-B2-2E17;VeterinÃ¦r Anatomi og Fysiologi del 1,3915 - BSc + MSc VeterinÃ¦r Medicin,70012
3915-B2-2E17;Cytologi og almen histologi,3915 - BSc + MSc VeterinÃ¦r Medicin,70011
5070-B2-2E16;Water Resources Management,5070 - Institut for Geovidenskab og Naturforvaltning,62312
"5070-B2-2E17;International migration - Flows, networks and diasporas",5070 - Institut for Geovidenskab og Naturforvaltning,72474
5100-B2-2E16;Extreme Multiprogramming,5100 - Datalogisk Institut,62271
5480-B2-2E17;Natural Resource Economics,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72530
5480-B2-2E16;Introduktion til erhvervsÃ¸konomi,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,62188
5480-B2-2E17;MakroÃ¸konomi og konjunkturer,5480 - Institut for FÃ¸devare- og RessourceÃ¸konomi,72502
5230-B1-2E17;Organisk kemi (KemiO),5230 - Kemisk Institut,72672
5230-B1-2E17;Organisk kemi i naturvidenskab (KemiOnat),5230 - Kemisk Institut,72673
5230-B1-2E17;Reactions and Synthesis in Medicinal Chemistry,5230 - Kemisk Institut,72677
5230-B1-1E17;Uorganisk kemi 1 (KemiU1),5230 - Kemisk Institut,73049
5230-B2-2E17;Crystallography - BSc,5230 - Kemisk Institut,72415
5010-B1-1E17;Categories and Topology,5010 - Institut for Matematiske Fag,72860
5010-B2-2E17;Introduktion til matematik for de kemiske fag (MatIntroKem),5010 - Institut for Matematiske Fag,72480
5010-B2-2E17;Matematisk Modellering (Model),5010 - Institut for Matematiske Fag,72505
5070-B1-2E17;Naturgrundlaget 1 - Planter og landskab,5070 - Institut for Geovidenskab og Naturforvaltning,72670
5550-B1-1E17;GrundlÃ¦ggende biovidenskab (BioScience),5550 - Biologisk Institut,72915
5550-B1-1E17;Thematic course 1: Ecology and management of nature and semi-nature areas,5550 - Biologisk Institut,73038
5550-B2-2E17;Physiology of Aquatic Animals,5550 - Biologisk Institut,72547
5440-B2-2E17;Advanced Analytical Chemistry - Chromatography and Mass Spectrometry,5440 - Institut for Plante- og MiljÃ¸videnskab,72356
"5440-B1-2E17;Climate Change Impacts, Adaptation and Mitigation",5440 - Institut for Plante- og MiljÃ¸videnskab,72651
5520-B1-1E17;Food Science and Culinary Techniques,5520 - Institut for FÃ¸devarevidenskab,72895
5010-B1-1E17;Diskret matematik for fÃ¸rsteÃ¥rsstuderende (DisRus),5010 - Institut for Matematiske Fag,72878
